price,units_sold,rating,rating_count,badges_count,badge_product_quality,product_variation_inventory,shipping_option_price,merchant_rating_count,merchant_rating,merchant_has_profile_picture,rating_five_count,rating_four_count,rating_three_count,rating_two_count,rating_one_count,size_m,size_other,size_s,size_xs,log_units_sold,tag_summer,tag_women's fashion,tag_sexy,tag_tank
5.0,1000,3.06,31,0,0,1,1,8484,3.995167373880245,0,9.0,5.0,5.0,3.0,9.0,0,1,0,0,6.907755278982137,1,1,1,0
1.68,1000,3.76,51,0,0,1,1,365,3.9424657534246577,0,20.0,13.0,10.0,2.0,6.0,0,0,0,1,6.907755278982137,1,1,0,0
7.0,100,3.81,21,0,0,3,2,44,3.772727272727273,0,8.0,4.0,6.0,3.0,0.0,0,1,0,0,4.605170185988092,0,0,0,0
6.0,50,2.67,3,0,0,46,2,1374,4.058951965065504,0,1.0,0.0,0.0,1.0,1.0,0,0,1,0,3.912023005428146,1,1,0,1
13.0,1000,3.76,151,0,0,50,3,171,3.9415204678362574,0,70.0,31.0,16.0,12.0,22.0,0,0,1,0,6.907755278982137,1,0,0,0
11.0,100,3.46,24,0,0,50,2,73595,4.38569196276921,1,8.0,5.0,6.0,0.0,5.0,0,0,1,0,4.605170185988092,1,0,0,0
7.0,5000,3.29,1042,0,0,4,2,3460,3.8708092485549135,0,384.0,146.0,158.0,98.0,256.0,0,0,1,0,8.517193191416238,1,1,0,0
12.0,100,2.0,3,0,0,50,3,5301,4.001131861912847,0,0.0,1.0,0.0,0.0,2.0,0,0,0,1,4.605170185988092,1,1,0,0
6.0,100,4.14,93,0,0,37,2,629,4.166931637519872,0,50.0,18.0,15.0,8.0,2.0,1,0,0,0,4.605170185988092,1,1,0,0
6.0,5000,3.28,449,0,0,50,2,7851,4.216278181123424,0,165.0,50.0,83.0,49.0,102.0,0,1,0,0,8.517193191416238,1,1,0,0
8.0,100,3.89,9,0,0,25,3,88193,4.080890773644168,1,5.0,2.0,0.0,0.0,2.0,0,1,0,0,4.605170185988092,1,1,1,0
8.0,100,3.14,29,0,0,5,2,89,4.067415730337078,0,9.0,4.0,6.0,2.0,8.0,0,0,0,1,4.605170185988092,1,1,0,0
11.0,1000,3.98,792,0,0,50,2,6460,4.141021671826627,0,398.0,163.0,112.0,54.0,65.0,0,1,0,0,6.907755278982137,1,1,1,0
6.0,5000,4.04,548,0,0,21,2,7076,3.968061051441493,0,305.0,87.0,78.0,29.0,49.0,0,0,1,0,8.517193191416238,1,1,0,1
11.0,1000,3.76,168,0,0,50,3,1452,3.7355371900826446,0,77.0,32.0,26.0,7.0,26.0,1,0,0,0,6.907755278982137,1,0,0,0
9.0,100,4.16,31,0,0,20,3,2869,3.9745555942837214,0,17.0,7.0,4.0,1.0,2.0,0,0,1,0,4.605170185988092,1,1,0,0
8.0,100,3.07,14,0,0,50,2,43,3.1860465116279064,0,3.0,2.0,5.0,1.0,3.0,0,1,0,0,4.605170185988092,1,0,0,0
3.78,1000,3.35,79,0,0,1,1,105015,3.789601485502071,0,30.0,13.0,11.0,5.0,20.0,0,0,0,1,6.907755278982137,1,1,0,0
8.0,100,3.89,9,0,0,50,2,32724,4.1011184451778515,0,5.0,2.0,0.0,0.0,2.0,0,0,1,0,4.605170185988092,1,1,0,0
6.0,100,3.83,52,0,0,49,2,2602,4.159492697924674,0,23.0,13.0,5.0,6.0,5.0,0,0,0,1,4.605170185988092,1,1,0,0
8.0,1000,3.96,288,0,0,50,3,892,3.901345291479821,0,133.0,75.0,39.0,18.0,23.0,1,0,0,0,6.907755278982137,1,0,0,0
9.0,20000,4.09,4345,0,0,50,3,49327,4.168345936302633,0,2341.0,878.0,607.0,230.0,289.0,0,0,1,0,9.903487552536127,1,1,1,0
5.65,5000,4.06,998,0,0,50,1,92654,4.251721458328837,1,526.0,202.0,147.0,46.0,77.0,0,0,1,0,8.517193191416238,0,0,1,0
3.0,100,3.4,15,0,0,3,1,268,3.8917910447761193,0,5.0,3.0,2.0,3.0,2.0,0,0,0,1,4.605170185988092,1,1,1,1
8.0,50,3.8,5,0,0,5,2,129,3.7906976744186047,0,3.0,0.0,1.0,0.0,1.0,0,0,0,1,3.912023005428146,1,1,0,0
5.74,1000,3.99,71,0,0,3,1,3161,4.181588105030054,0,41.0,7.0,10.0,7.0,6.0,0,0,0,1,6.907755278982137,1,1,0,1
5.0,10,5.0,0,0,0,50,2,129,3.8372093023255816,0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,2.302585092994046,1,1,0,0
8.0,20000,3.61,5641,0,0,50,2,70773,4.038319698189988,0,2245.0,1059.0,999.0,562.0,776.0,0,1,0,0,9.903487552536127,1,1,1,0
3.67,10000,4.31,2072,0,0,50,1,11333,4.395746933733347,1,1314.0,374.0,208.0,73.0,103.0,0,1,0,0,9.210340371976184,1,0,0,0
7.0,1000,3.49,49,0,0,50,2,1290,4.011627906976744,0,16.0,11.0,10.0,5.0,7.0,0,0,1,0,6.907755278982137,0,1,0,0
8.0,5000,3.69,894,0,0,17,3,3209,4.27859146151449,0,396.0,161.0,128.0,78.0,131.0,0,0,1,0,8.517193191416238,1,1,1,0
11.0,1000,3.64,357,0,0,50,2,39381,4.0663264010563465,0,155.0,65.0,51.0,25.0,61.0,0,0,1,0,6.907755278982137,1,1,1,0
8.0,50,4.0,6,0,0,4,3,19281,4.159898345521499,0,2.0,2.0,2.0,0.0,0.0,0,0,0,1,3.912023005428146,1,1,0,1
22.0,1000,3.38,542,0,0,50,5,9341,4.147414623701959,0,195.0,93.0,92.0,49.0,113.0,1,0,0,0,6.907755278982137,1,1,1,0
8.0,10000,3.7,2441,0,0,50,3,39381,4.0663264010563465,0,1070.0,460.0,373.0,181.0,357.0,0,0,1,0,9.210340371976184,1,1,0,0
19.0,1000,3.01,205,2,0,10,6,5048,4.1596671949286845,0,57.0,25.0,43.0,23.0,57.0,0,1,0,0,6.907755278982137,1,1,0,0
11.0,1000,3.67,215,0,0,50,2,2377,4.063525452250737,0,94.0,32.0,40.0,23.0,26.0,0,0,1,0,6.907755278982137,1,1,0,0
6.0,1000,4.17,505,0,0,9,2,2996,4.348798397863819,0,295.0,108.0,36.0,23.0,43.0,0,0,0,1,6.907755278982137,1,1,0,1
7.0,5000,4.16,1378,0,0,15,2,25222,4.001546269130125,0,747.0,317.0,172.0,66.0,76.0,0,0,1,0,8.517193191416238,1,1,1,1
7.0,10000,3.84,1978,0,0,10,2,7069,4.055028999858537,0,951.0,368.0,285.0,144.0,230.0,0,0,0,1,9.210340371976184,1,1,0,0
8.0,100,2.81,21,0,0,50,2,31,3.5806451612903225,0,5.0,2.0,4.0,4.0,6.0,0,0,1,0,4.605170185988092,1,1,0,0
14.0,100,3.61,72,0,0,2,3,7385,4.087339201083277,0,31.0,14.0,8.0,6.0,13.0,0,0,0,1,4.605170185988092,1,1,0,0
6.0,100,3.67,27,0,0,5,2,4705,4.040595111583422,0,9.0,8.0,5.0,2.0,3.0,0,1,0,0,4.605170185988092,1,1,0,0
11.0,5000,3.45,1045,0,0,50,2,1490,3.946308724832215,0,383.0,181.0,188.0,109.0,184.0,0,0,1,0,8.517193191416238,1,1,1,1
6.0,5000,3.18,573,0,0,13,2,9827,4.113869950137377,1,174.0,96.0,97.0,69.0,137.0,0,0,1,0,8.517193191416238,1,1,1,0
7.0,5000,4.02,556,0,0,50,2,35262,3.9394815949180417,0,308.0,90.0,69.0,39.0,50.0,1,0,0,0,8.517193191416238,1,1,0,0
6.0,10000,4.29,1741,1,1,50,2,28159,4.183387194147518,0,1074.0,324.0,191.0,73.0,79.0,0,0,1,0,9.210340371976184,1,1,1,0
7.0,10000,3.71,1792,0,0,50,2,1702,3.907168037602821,0,802.0,331.0,255.0,146.0,258.0,0,0,1,0,9.210340371976184,1,1,0,0
9.0,1000,3.7,162,0,0,50,3,3373,3.9647198339756895,0,70.0,32.0,26.0,10.0,24.0,1,0,0,0,6.907755278982137,1,0,0,0
8.0,50,5.0,2,0,0,5,2,127,3.874015748031496,0,2.0,0.0,0.0,0.0,0.0,0,0,0,1,3.912023005428146,1,1,0,0
11.0,100,3.61,18,0,0,5,2,435,3.855172413793104,0,6.0,5.0,4.0,0.0,3.0,0,0,0,1,4.605170185988092,1,1,0,0
8.0,100000,3.76,11062,0,0,10,2,108048,4.0525044424700125,1,4663.0,2418.0,1868.0,842.0,1271.0,1,0,0,0,11.512925464970229,0,1,0,0
18.0,10000,4.17,3229,0,0,18,5,3309,4.2505288606829845,0,1834.0,691.0,340.0,140.0,224.0,0,1,0,0,9.210340371976184,1,1,0,0
11.0,10,5.0,0,0,0,50,3,22621,4.295123999823173,0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,2.302585092994046,0,0,1,0
4.83,50,2.0,1,0,0,3,1,57,3.824561403508772,0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,3.912023005428146,1,1,0,1
8.0,100,4.57,7,0,0,2,3,610,3.8147540983606567,0,5.0,1.0,1.0,0.0,0.0,0,0,0,1,4.605170185988092,1,1,0,0
5.85,1000,3.16,602,0,0,9,2,25631,3.8947368421052633,0,186.0,104.0,97.0,52.0,163.0,0,0,0,1,6.907755278982137,1,1,0,0
11.0,100,3.96,25,2,1,50,2,794,4.277078085642319,0,17.0,0.0,2.0,2.0,4.0,0,0,0,1,4.605170185988092,1,1,1,0
9.0,100,4.44,18,0,0,50,3,1385,4.124909747292419,0,13.0,3.0,0.0,1.0,1.0,1,0,0,0,4.605170185988092,1,1,0,0
15.0,1000,3.91,646,1,0,22,4,29044,4.160274066932931,1,334.0,106.0,94.0,41.0,71.0,0,1,0,0,6.907755278982137,1,1,0,0
5.0,1000,4.06,197,0,0,50,2,2610,4.15823754789272,0,109.0,37.0,25.0,6.0,20.0,1,0,0,0,6.907755278982137,1,1,0,1
8.0,100,3.52,23,0,0,17,3,139223,3.933581376640354,0,9.0,3.0,4.0,5.0,2.0,0,0,1,0,4.605170185988092,1,1,1,1
5.69,5000,4.26,798,1,1,50,1,2199,4.236471123237837,0,469.0,174.0,88.0,30.0,37.0,1,0,0,0,8.517193191416238,1,1,1,0
6.0,100,4.0,8,0,0,5,2,127,3.874015748031496,0,5.0,0.0,1.0,2.0,0.0,0,0,0,1,4.605170185988092,1,1,0,0
8.0,5000,4.03,579,0,0,50,2,23832,4.020434709634105,0,295.0,119.0,87.0,42.0,36.0,1,0,0,0,8.517193191416238,1,1,0,0
6.0,5000,4.1,939,0,0,47,2,9926,3.9492242595204514,0,496.0,209.0,124.0,49.0,61.0,0,0,1,0,8.517193191416238,1,0,0,0
11.0,100,3.77,48,0,0,4,2,104269,4.253287170683522,0,22.0,8.0,9.0,3.0,6.0,0,0,1,0,4.605170185988092,1,0,0,0
1.72,100,4.0,6,0,0,5,1,1338,4.097159940209267,0,3.0,1.0,1.0,1.0,0.0,0,1,0,0,4.605170185988092,1,1,0,0
5.78,10000,3.84,1426,0,0,50,2,3549,3.9822485207100593,0,659.0,287.0,219.0,112.0,149.0,0,0,1,0,9.210340371976184,1,1,0,1
11.0,5000,4.23,1109,0,0,50,2,5781,4.274865940148763,0,658.0,217.0,131.0,33.0,70.0,1,0,0,0,8.517193191416238,1,1,0,0
12.0,1000,3.67,646,0,0,50,3,870,3.8919540229885055,0,261.0,140.0,109.0,43.0,93.0,0,0,1,0,6.907755278982137,0,1,0,0
8.0,1000,3.5,409,0,0,50,3,8433,3.8759634768172657,0,158.0,67.0,74.0,41.0,69.0,0,0,1,0,6.907755278982137,1,1,1,1
1.89,100,3.46,39,0,0,1,1,540,4.105555555555555,0,16.0,8.0,2.0,4.0,9.0,0,0,0,1,4.605170185988092,1,1,0,1
12.0,1000,4.21,103,0,0,50,3,20478,3.9103428069147377,1,60.0,20.0,13.0,5.0,5.0,1,0,0,0,6.907755278982137,1,1,0,1
6.0,10000,3.6,569,0,0,2,2,7314,3.938200710965272,0,243.0,90.0,88.0,59.0,89.0,0,0,0,1,9.210340371976184,1,1,0,0
4.0,5000,4.28,1754,1,1,4,1,15538,4.156197708842837,0,1064.0,353.0,184.0,65.0,88.0,0,0,0,1,8.517193191416238,1,1,0,1
7.0,100,2.75,8,0,0,29,2,41623,3.9174494870624414,1,3.0,0.0,1.0,0.0,4.0,0,0,1,0,4.605170185988092,1,1,0,1
8.0,100,3.9,21,0,0,50,3,6126,4.3183153770812925,1,9.0,7.0,2.0,0.0,3.0,0,1,0,0,4.605170185988092,1,1,0,0
5.0,100,4.5,6,0,0,50,2,10600,3.8675471698113206,0,4.0,1.0,1.0,0.0,0.0,0,0,1,0,4.605170185988092,1,1,1,0
5.84,10000,3.45,1312,0,0,43,1,32168,3.8845436458592384,0,491.0,217.0,228.0,145.0,231.0,0,0,1,0,9.210340371976184,0,1,0,1
8.0,10000,3.99,2753,0,0,50,3,33148,3.9756244720646805,0,1428.0,522.0,385.0,171.0,247.0,0,0,1,0,9.210340371976184,0,1,0,0
19.0,5000,4.09,1561,0,0,1,6,9116,4.092913558578323,1,897.0,289.0,149.0,74.0,152.0,0,1,0,0,8.517193191416238,1,0,0,0
11.0,100,3.54,13,0,0,50,2,885,4.15593220338983,1,5.0,3.0,1.0,2.0,2.0,0,1,0,0,4.605170185988092,1,1,0,0
3.85,50,3.33,3,0,0,7,1,7676,4.0394736842105265,0,1.0,1.0,0.0,0.0,1.0,0,1,0,0,3.912023005428146,1,1,0,0
9.0,1000,4.01,135,0,0,50,3,6632,3.7487937273823886,0,69.0,25.0,23.0,10.0,8.0,1,0,0,0,6.907755278982137,1,0,0,1
8.0,7,5.0,0,0,0,5,3,108048,4.0525044424700125,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1.9459101490553132,1,1,0,0
11.0,1000,4.0,221,0,0,6,3,73119,4.004267016780864,1,103.0,59.0,33.0,7.0,19.0,1,0,0,0,6.907755278982137,1,1,0,0
6.0,20000,3.85,1124,0,0,50,2,15076,4.084969487927832,0,572.0,183.0,153.0,62.0,154.0,0,0,1,0,9.903487552536127,0,1,0,0
5.0,100000,3.98,13789,0,0,50,1,366898,4.036080872613097,0,6862.0,2836.0,2131.0,901.0,1059.0,0,0,1,0,11.512925464970229,1,1,1,0
16.0,100,4.05,82,0,0,50,5,514,4.217898832684825,0,43.0,18.0,11.0,2.0,8.0,0,0,1,0,4.605170185988092,1,1,0,0
13.0,100,3.91,11,0,0,50,3,38,3.4736842105263164,0,7.0,1.0,0.0,1.0,2.0,0,1,0,0,4.605170185988092,1,1,1,0
9.0,100,3.14,28,0,0,50,3,1472,3.5346467391304346,0,8.0,6.0,3.0,4.0,7.0,0,0,0,1,4.605170185988092,1,0,0,0
7.0,100,3.64,11,0,0,50,2,855,4.264327485380116,0,4.0,4.0,0.0,1.0,2.0,0,1,0,0,4.605170185988092,1,1,1,0
6.0,20000,3.96,4082,0,0,50,2,45964,3.998651118266469,0,2138.0,667.0,637.0,255.0,385.0,0,0,1,0,9.903487552536127,1,0,1,1
8.0,10000,3.71,903,0,0,50,2,12974,3.965700632033297,0,378.0,190.0,143.0,80.0,112.0,0,0,1,0,9.210340371976184,1,1,0,1
4.7,100,4.0,10,0,0,3,1,80093,4.006692220293909,0,4.0,3.0,2.0,1.0,0.0,0,0,0,1,4.605170185988092,1,1,0,1
4.0,10000,3.45,1412,0,0,46,1,21412,4.149262096020923,0,504.0,299.0,211.0,129.0,269.0,0,1,0,0,9.210340371976184,1,0,0,0
8.0,5000,3.57,309,0,0,50,2,5365,3.9459459459459465,0,111.0,64.0,63.0,33.0,38.0,0,0,1,0,8.517193191416238,1,1,1,1
16.0,1000,3.5,222,0,0,50,4,3743,3.8971413304835703,0,81.0,44.0,42.0,14.0,41.0,0,1,0,0,6.907755278982137,1,0,0,0
11.0,100,3.29,38,0,0,50,3,168,3.7321428571428568,0,13.0,5.0,8.0,4.0,8.0,0,1,0,0,4.605170185988092,1,1,0,0
5.77,10000,3.85,2892,0,0,50,2,19735,3.975069673169496,0,1352.0,574.0,443.0,227.0,296.0,0,0,1,0,9.210340371976184,1,1,1,0
8.0,10000,4.19,3679,1,1,50,3,80713,4.187813611190268,0,2077.0,783.0,446.0,192.0,181.0,1,0,0,0,9.210340371976184,1,1,0,0
14.0,100,4.5,113,1,1,50,3,7627,4.0477251868362405,0,82.0,17.0,7.0,3.0,4.0,0,0,1,0,4.605170185988092,1,1,1,0
6.0,100,3.25,12,0,0,50,2,99,3.646464646464647,0,2.0,2.0,6.0,1.0,1.0,0,0,0,1,4.605170185988092,1,1,0,0
13.0,100,4.0,4,0,0,29,3,45151,4.0329560807069615,0,3.0,0.0,0.0,0.0,1.0,0,0,1,0,4.605170185988092,1,1,1,0
11.0,20000,4.22,2878,1,1,50,3,36361,3.967520145210528,0,1646.0,632.0,324.0,126.0,150.0,1,0,0,0,9.903487552536127,1,1,1,0
4.0,5000,3.39,783,0,0,7,1,32168,3.8845436458592384,0,268.0,129.0,155.0,102.0,129.0,0,0,1,0,8.517193191416238,1,1,0,1
5.77,1000,3.72,687,0,0,50,2,6570,4.220091324200913,0,281.0,151.0,114.0,61.0,80.0,0,1,0,0,6.907755278982137,1,1,1,0
9.0,20000,4.17,2440,0,0,50,3,15106,4.007149477028995,0,1415.0,448.0,305.0,116.0,156.0,1,0,0,0,9.903487552536127,1,1,1,1
11.0,10000,3.75,1586,0,0,50,2,120781,4.15239979798147,1,716.0,284.0,260.0,118.0,208.0,0,0,0,1,9.210340371976184,0,1,0,0
7.0,50,4.0,4,0,0,50,2,34,4.352941176470588,0,3.0,0.0,0.0,0.0,1.0,0,0,0,1,3.912023005428146,1,1,0,0
9.0,1000,4.24,131,0,0,7,3,4516,4.231842338352524,0,79.0,25.0,14.0,6.0,7.0,0,0,1,0,6.907755278982137,1,1,1,0
5.8100000000000005,1000,3.54,54,0,0,2,2,80093,4.006692220293909,0,19.0,8.0,17.0,3.0,7.0,0,0,0,1,6.907755278982137,1,1,1,0
11.0,100,3.66,56,0,0,50,3,4811,4.194554146747039,0,20.0,14.0,10.0,7.0,5.0,1,0,0,0,4.605170185988092,1,1,1,0
11.0,20000,3.69,2160,0,0,50,2,5281,4.023291043363,1,985.0,356.0,320.0,156.0,343.0,0,0,1,0,9.903487552536127,0,1,0,0
8.0,5000,3.53,876,0,0,50,3,2510,3.9035856573705177,0,355.0,168.0,112.0,70.0,171.0,0,1,0,0,8.517193191416238,0,1,1,0
11.0,10000,3.65,2422,0,0,50,3,78616,4.310432990739798,0,1056.0,419.0,375.0,190.0,382.0,0,0,1,0,9.210340371976184,1,1,1,0
6.0,5000,4.07,844,0,0,50,2,10474,3.908535421042582,0,440.0,187.0,114.0,44.0,59.0,0,0,0,1,8.517193191416238,1,1,1,0
5.0,5000,4.07,824,0,0,50,1,32778,4.048355604368783,0,441.0,165.0,112.0,43.0,63.0,0,0,1,0,8.517193191416238,0,1,0,0
6.0,5000,3.92,609,0,0,50,2,1411,3.9234585400425233,0,306.0,112.0,88.0,41.0,62.0,0,0,0,1,8.517193191416238,1,0,0,1
8.0,5000,4.02,1061,0,0,50,2,42919,4.105967054218412,0,536.0,212.0,180.0,63.0,70.0,0,0,1,0,8.517193191416238,1,1,1,1
13.0,100,4.06,113,0,0,50,3,3682,4.4630635524171645,0,65.0,16.0,15.0,8.0,9.0,0,1,0,0,4.605170185988092,0,0,0,0
11.0,100,3.73,22,0,0,5,3,1746,4.0240549828178676,0,9.0,5.0,4.0,1.0,3.0,0,1,0,0,4.605170185988092,1,0,0,0
5.65,10000,3.65,418,0,0,50,1,23465,4.01760068186661,1,180.0,74.0,65.0,36.0,63.0,0,1,0,0,9.210340371976184,1,1,0,0
4.83,50,2.0,1,0,0,3,1,57,3.824561403508772,0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,3.912023005428146,1,1,0,1
8.0,10000,4.04,1589,0,0,9,2,3665,4.194270122783084,0,770.0,391.0,248.0,77.0,103.0,0,0,1,0,9.210340371976184,0,0,1,1
3.0,100,4.29,58,1,1,5,1,1050,3.883809523809524,0,36.0,13.0,3.0,2.0,4.0,0,0,1,0,4.605170185988092,1,1,0,1
8.0,50,3.88,8,0,0,1,2,334,3.736526946107785,0,5.0,1.0,0.0,0.0,2.0,0,0,0,1,3.912023005428146,1,1,1,0
13.0,10000,3.74,1938,0,0,50,3,5466,3.941090376875228,0,870.0,366.0,287.0,159.0,256.0,0,0,1,0,9.210340371976184,1,1,0,0
11.0,5000,4.1,1514,0,0,25,3,35751,4.0221532264831765,1,819.0,323.0,188.0,71.0,113.0,0,0,1,0,8.517193191416238,1,1,1,0
7.0,10,3.5,4,0,0,3,2,1531,3.7602873938602217,0,1.0,1.0,1.0,1.0,0.0,0,0,0,1,2.302585092994046,1,1,0,0
5.0,5000,3.97,538,0,0,6,2,6876,3.775450843513671,0,287.0,90.0,69.0,41.0,51.0,0,0,0,1,8.517193191416238,1,1,0,1
6.0,1000,3.84,309,0,0,50,2,24564,3.9288796612929486,0,146.0,53.0,51.0,32.0,27.0,0,1,0,0,6.907755278982137,0,1,0,1
13.0,100,4.0,4,0,0,29,3,45151,4.0329560807069615,0,3.0,0.0,0.0,0.0,1.0,0,0,1,0,4.605170185988092,1,1,1,0
3.0,20000,4.12,2826,0,0,6,1,55670,4.1214837434884135,1,1573.0,546.0,374.0,147.0,186.0,0,0,1,0,9.903487552536127,1,1,0,1
12.0,5000,4.16,663,0,0,50,3,18029,4.1006156747462414,0,385.0,119.0,84.0,28.0,47.0,0,0,1,0,8.517193191416238,1,1,0,0
11.0,100,3.09,22,0,0,50,3,16487,3.967610844908109,0,5.0,5.0,4.0,3.0,5.0,0,0,1,0,4.605170185988092,1,1,0,0
8.0,10000,3.85,2519,0,0,50,2,23485,4.02469661486055,0,1158.0,545.0,370.0,181.0,265.0,0,0,1,0,9.210340371976184,1,1,0,0
5.85,1000,3.16,602,0,0,9,2,25631,3.8947368421052633,0,186.0,104.0,97.0,52.0,163.0,0,0,0,1,6.907755278982137,1,1,0,0
6.0,100,3.07,55,0,0,1,2,23161,3.930572945900436,0,17.0,6.0,11.0,6.0,15.0,0,0,0,1,4.605170185988092,1,1,0,0
9.0,1000,3.63,146,0,0,50,3,14442,4.1430549785348285,0,61.0,32.0,15.0,14.0,24.0,0,0,1,0,6.907755278982137,0,1,0,0
8.0,1000,3.6,141,0,0,50,3,3771,3.881463802704853,0,64.0,22.0,19.0,7.0,29.0,0,0,1,0,6.907755278982137,1,1,0,1
5.0,100,5.0,2,0,0,13,2,5316,4.224604966139955,0,2.0,0.0,0.0,0.0,0.0,0,1,0,0,4.605170185988092,1,1,1,1
8.0,50,3.71,7,0,0,5,2,211,3.5450236966824646,0,4.0,0.0,1.0,1.0,1.0,0,0,0,1,3.912023005428146,1,1,0,0
9.0,20000,3.94,4304,0,0,50,3,18877,4.079885575038406,0,2089.0,901.0,650.0,287.0,377.0,1,0,0,0,9.903487552536127,1,1,1,1
8.0,10000,3.32,1061,0,0,30,3,88193,4.080890773644168,1,351.0,192.0,184.0,110.0,224.0,1,0,0,0,9.210340371976184,0,1,0,0
4.8100000000000005,100,5.0,0,0,0,5,1,6,4.333333333333333,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,4.605170185988092,1,1,0,0
14.0,100,3.44,71,0,0,50,4,151,3.7615894039735096,0,20.0,17.0,19.0,4.0,11.0,0,0,1,0,4.605170185988092,1,0,0,0
8.0,100,5.0,13,0,0,50,2,138,3.659420289855072,0,13.0,0.0,0.0,0.0,0.0,0,0,1,0,4.605170185988092,1,1,1,0
7.0,100,3.57,23,0,0,30,2,7602,3.8566166798211,1,10.0,2.0,5.0,3.0,3.0,0,0,0,1,4.605170185988092,1,1,0,0
3.0,100,3.67,12,0,0,2,1,38100,4.291469816272966,0,4.0,3.0,3.0,1.0,1.0,0,1,0,0,4.605170185988092,1,1,0,0
8.0,1000,3.63,187,0,0,50,3,1761,4.089721749006246,0,80.0,33.0,31.0,11.0,32.0,0,0,1,0,6.907755278982137,1,1,1,0
8.0,100,3.5,6,0,0,5,2,117,3.7863247863247858,0,3.0,0.0,1.0,1.0,1.0,0,0,0,1,4.605170185988092,1,1,0,0
12.0,5000,3.34,887,0,0,50,3,1021,3.681684622918707,1,305.0,161.0,140.0,97.0,184.0,0,0,1,0,8.517193191416238,1,1,0,0
11.0,100,2.71,24,2,0,1,2,746,4.018766756032171,0,6.0,2.0,5.0,1.0,10.0,0,1,0,0,4.605170185988092,1,1,0,1
8.0,100,3.0,11,0,0,50,2,5768,4.484396671289876,0,3.0,1.0,3.0,1.0,3.0,0,0,1,0,4.605170185988092,1,1,0,0
8.0,100,4.39,111,1,1,50,3,1290,4.212403100775194,0,77.0,14.0,10.0,6.0,4.0,0,0,1,0,4.605170185988092,1,1,0,0
6.0,1000,3.53,325,0,0,50,2,383,3.793733681462141,0,130.0,61.0,48.0,24.0,62.0,0,0,1,0,6.907755278982137,1,1,0,1
11.0,100,4.25,12,0,0,50,2,874,4.054919908466819,1,8.0,2.0,0.0,1.0,1.0,0,1,0,0,4.605170185988092,1,1,0,0
8.0,100,3.86,28,0,0,2,3,889,4.390326209223847,0,14.0,4.0,5.0,2.0,3.0,0,0,0,1,4.605170185988092,1,1,1,0
8.0,1000,3.58,605,0,0,24,2,21226,4.014180721756337,0,210.0,144.0,117.0,56.0,78.0,0,0,1,0,6.907755278982137,1,1,0,0
9.0,10000,3.74,2148,0,0,50,3,246312,4.2037253564584764,0,822.0,539.0,410.0,169.0,208.0,0,0,1,0,9.210340371976184,1,1,1,0
14.0,10,5.0,1,0,0,5,3,9217,4.173049799283932,0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,2.302585092994046,1,0,0,0
13.0,5000,3.88,1224,0,0,34,3,56745,3.981073222310336,0,569.0,278.0,175.0,67.0,135.0,0,1,0,0,8.517193191416238,0,1,0,0
4.84,100,4.09,57,0,0,2,1,16099,3.9514876700416175,1,30.0,12.0,10.0,0.0,5.0,0,0,0,1,4.605170185988092,1,1,0,0
5.0,1000,4.11,94,0,0,50,2,10436,4.044844768110386,0,54.0,16.0,13.0,2.0,9.0,0,1,0,0,6.907755278982137,1,1,1,1
14.0,5000,3.43,647,0,0,9,3,5985,4.231746031746032,0,227.0,134.0,98.0,64.0,124.0,0,0,1,0,8.517193191416238,1,1,0,0
3.0,100,3.57,28,1,0,1,1,1500,3.952,0,12.0,6.0,2.0,2.0,6.0,0,1,0,0,4.605170185988092,1,1,0,0
7.0,10000,3.35,1786,0,0,4,2,3566,3.7324733595064497,0,660.0,264.0,301.0,162.0,399.0,0,0,1,0,9.210340371976184,1,1,0,0
5.0,50000,3.93,7088,0,0,50,1,11481,4.095287866910549,0,3367.0,1510.0,1148.0,469.0,594.0,0,0,1,0,10.819778284410283,1,1,1,1
9.0,100,4.07,27,0,0,50,3,34975,4.336583273766976,0,14.0,8.0,1.0,1.0,3.0,1,0,0,0,4.605170185988092,1,1,1,0
9.0,1000,4.22,237,0,0,50,3,96838,4.264658501827795,0,138.0,50.0,26.0,9.0,14.0,1,0,0,0,6.907755278982137,1,1,1,0
8.0,1000,4.13,127,0,0,50,3,173,4.30635838150289,0,70.0,30.0,10.0,7.0,10.0,0,0,1,0,6.907755278982137,1,1,0,0
11.0,2,2.0,1,0,0,50,3,21307,3.999061341343221,0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0.6931471805599453,1,1,0,0
19.0,5000,3.77,1163,1,0,2,5,15173,3.959994727476438,0,559.0,212.0,135.0,77.0,180.0,0,1,0,0,8.517193191416238,0,0,0,0
8.0,10000,3.65,2324,0,0,50,3,30292,4.227584840882081,1,1009.0,401.0,358.0,212.0,344.0,0,0,1,0,9.210340371976184,0,1,1,0
7.0,10000,3.91,1797,0,0,50,2,9938,4.124874220165023,0,885.0,366.0,230.0,139.0,177.0,0,0,1,0,9.210340371976184,1,1,1,1
