,price,retail_price,units_sold,uses_ad_boosts,rating,rating_count,badges_count,badge_local_product,badge_product_quality,badge_fast_shipping,tags,product_variation_size_id,product_variation_inventory,shipping_option_name,shipping_option_price,shipping_is_express,countries_shipped_to,inventory_total,merchant_rating_count,merchant_rating,merchant_has_profile_picture,product_url,limited_quantity,discount,no_urgency,rating_five_count,rating_four_count,rating_three_count,rating_two_count,rating_one_count,origin_m,origin_other,origin_s,origin_xs,origin_CN,origin_US,origin_VE,origin_other,origin_m,origin_other,origin_s,origin_xs
94,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,15.0,3.0,5.0,4.0,3.0,0,1,0,0,0,0,0,1,0,1,0,0
95,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,17.0,9.0,4.0,5.0,7.0,0,1,0,0,0,0,0,1,0,1,0,0
96,14.0,92,100,1,4.54,13,0,0,0,0,"Summer,Two-Piece Suits,women crop top,pants,Tops,track suit,Outfits,Women's Fashion,Shorts,Clothes,Suits,Print,Women,short sleeve shirt,Sport,Fashion,Striped,Sports Wear,sexy Women's Fashion",xs,50,Livraison standard,3,0,36,50,54,4.185185185185185,0,https://www.wish.com/c/5eb8b430e015797901090ac0,0,0,1,10.0,2.0,0.0,0.0,1.0,0,0,0,1,1,0,0,0,0,0,0,1
97,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,95.0,33.0,32.0,16.0,36.0,0,1,0,0,0,0,0,1,0,1,0,0
98,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,36.0,24.0,23.0,19.0,19.0,0,1,0,0,0,0,0,1,0,1,0,0
99,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,17.0,4.0,3.0,1.0,3.0,0,1,0,0,0,0,0,1,0,1,0,0
100,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,17.0,19.0,12.0,8.0,16.0,0,1,0,0,0,0,0,1,0,1,0,0
101,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,685.0,257.0,187.0,72.0,137.0,0,1,0,0,1,0,0,0,0,1,0,0
102,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,2.0,3.0,5.0,0.0,5.0,0,1,0,0,0,0,0,1,0,1,0,0
103,5.66,5,5000,0,3.89,1161,0,0,0,0,"Tops & Tees,Fashion,Slim T-shirt,Summer,Tops,bowtop,Women's Fashion,V-neck,Short top,womenhotshirt,T Shirts,Women S Clothing,off shoulder,Women,sexy,Bow,slim,Casual,Fitted,Cotton",s,50,Livraison standard,2,0,42,50,99283,4.285597735765438,0,https://www.wish.com/c/5a4b9eba2b0a1c3062666033,1,0,0,558.0,242.0,159.0,75.0,127.0,0,0,1,0,1,0,0,0,0,0,1,0
104,8.0,65,100,0,3.97,29,0,0,0,0,"runningshort,Beach Shorts,beachpant,Bottom,sailboatshort,Shorts,Sport,beach swimwear,Men's Fashion,Puma,Summer,Men Shorts,men's shorts,surfshort,Beach,Men",s,1,Livraison standard,2,0,33,50,239,3.882845188284519,0,https://www.wish.com/c/5e1bd924d7be4445acfa8c6d,0,0,1,18.0,1.0,5.0,1.0,4.0,0,0,1,0,1,0,0,0,0,0,1,0
105,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,254.0,155.0,102.0,61.0,96.0,0,1,0,0,0,0,0,1,0,1,0,0
106,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,62.0,26.0,23.0,6.0,17.0,0,1,0,0,0,0,0,1,0,1,0,0
107,11.0,10,5000,0,3.96,1556,0,0,0,0,"bathing suit,bandage swimsuit,Fashion,leaf,bikini set,Summer,womenbra,Women's Fashion,strappy bikini,Swimsuit,Bikini,Two Pieces,printed,printedswimwear,Women,Beach,Swimming",s,50,Livraison standard,3,0,23,50,4610,4.252711496746204,0,https://www.wish.com/c/5b1f9afe694fab75ca9fa8ea,0,0,1,743.0,338.0,258.0,110.0,107.0,0,0,1,0,1,0,0,0,0,0,1,0
108,7.0,6,1000,1,4.2,107,0,0,0,0,"Summer,Plus Size,Dress,Spaghetti Strap,Ladies,Women's Fashion,Fashion,Floral,knee,Spaghetti,Casual,Floral print,summer dress,women's dress,Print,sleeveless",xs,3,Livraison standard,2,0,26,50,247,3.94331983805668,0,https://www.wish.com/c/5e9915ef9fae4f26f32f15df,0,0,1,66.0,13.0,18.0,3.0,7.0,0,0,0,1,1,0,0,0,0,0,0,1
109,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,725.0,376.0,272.0,112.0,209.0,0,1,0,0,0,0,0,1,0,1,0,0
110,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,3.0,2.0,5.0,1.0,7.0,0,1,0,0,0,0,0,1,0,1,0,0
111,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,1427.0,614.0,452.0,180.0,273.0,0,1,0,0,0,0,0,1,0,1,0,0
112,5.0,51,10,0,5.0,0,0,0,0,0,"Summer,Shorts,Shirt,Sleeve,sportsset,short sleeves,Two piece set,lipprint,Ladies,women shorts,Fashion,lip,women t shirt,Round neck,Casual,Print,tracksuitsforwomen,runningset,Necks",xs,1,Livraison standard,1,0,36,50,295,3.9898305084745758,0,https://www.wish.com/c/5eb90ab5ad67f63678d15ed9,0,0,1,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,1
113,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,6.0,2.0,1.0,1.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0
114,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,143.0,48.0,24.0,12.0,22.0,0,1,0,0,0,0,0,1,0,1,0,0
115,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,2.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0,1,0,1,0,0
116,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,1.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0
117,11.0,10,100,1,4.0,12,0,0,0,0,"mensboardshort,Summer,Beach Shorts,pants,Shorts,Slim Fit,Swimsuit,quickdry,Men's Fashion,bodybuildingshort,mensswimtrunk,Swimming,Swim Shorts,Beach,Men",s,50,Livraison standard,2,0,32,50,546,4.014652014652015,0,https://www.wish.com/c/5ddf65d292bf935981e0eaa7,0,0,1,7.0,1.0,2.0,1.0,1.0,0,0,1,0,0,0,1,0,0,0,1,0
118,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,1782.0,565.0,332.0,123.0,238.0,0,1,0,0,0,0,0,1,0,1,0,0
119,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,10.0,5.0,0.0,2.0,4.0,0,1,0,0,0,0,0,1,0,1,0,0
120,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,3.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0
121,7.0,6,100,0,5.0,2,0,0,0,0,"Summer,Vest,Plus Size,Tank,Tops,V-neck,Fashion,tank top,knot,solid color,sleeveless,Casual,Women Fashion,Cotton",s,50,Livraison standard,2,0,41,50,9703,3.9707307018447904,0,https://www.wish.com/c/5edf1267c771c4255ceee25d,0,0,1,2.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1,0
122,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,0.0,1.0,0.0,1.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0
123,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,75.0,24.0,19.0,10.0,7.0,0,1,0,0,0,0,0,1,0,1,0,0
124,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,7.0,9.0,7.0,1.0,3.0,0,1,0,0,0,0,0,1,0,1,0,0
125,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,59.0,16.0,20.0,7.0,25.0,0,1,0,0,0,0,0,1,0,1,0,0
126,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0
127,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,809.0,322.0,238.0,100.0,131.0,0,1,0,0,0,0,0,1,0,1,0,0
128,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,17.0,6.0,2.0,1.0,4.0,0,1,0,0,0,0,0,1,0,1,0,0
129,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0
130,5.86,5,1000,0,3.73,150,0,0,0,0,"Summer,womens top,Cotton T Shirt,Food,summer t-shirts,short sleeves,V-neck,Women's Fashion,Plus Size,short sleeve shirt,Casual,Shirt,blouse,Cotton,Shorts,Tops & Blouses,Ladies Fashion,Sleeve,Tops,T Shirts,candy,Pullovers,Tops & T-Shirts,Ladies,loose t-shirt,Women,Fashion",xs,6,Livraison standard,1,0,30,50,9308,3.993016759776536,0,https://www.wish.com/c/5ce74be097a9f1764b0df1f3,0,0,1,71.0,23.0,23.0,11.0,22.0,0,0,0,1,1,0,0,0,0,0,0,1
131,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,520.0,180.0,120.0,67.0,93.0,0,1,0,0,0,0,0,1,0,1,0,0
132,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,654.0,178.0,94.0,32.0,38.0,0,1,0,0,0,0,0,1,0,1,0,0
133,5.66,6,100,0,3.08,13,0,0,0,0,"slimming,wasitcincher,Fashion,waistgirdle,slimmingcorset,Corset,Summer,Waist,waist trainer,Fashion Accessory,Vest,shaperwear,belt",s,50,Expediere Standard,2,0,35,50,2782,4.06901509705248,0,https://www.wish.com/c/5eb0b91db0d5d210fe8ac2ff,0,0,1,3.0,3.0,3.0,0.0,4.0,0,0,1,0,1,0,0,0,0,0,1,0
134,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,450.0,150.0,88.0,35.0,69.0,0,1,0,0,0,0,0,1,0,1,0,0
135,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,500.0,241.0,207.0,126.0,180.0,0,1,0,0,0,0,0,1,0,1,0,0
136,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,120.0,73.0,55.0,22.0,29.0,0,1,0,0,0,0,0,1,0,1,0,0
137,8.0,7,20000,0,4.05,8904,0,0,0,0,"strapless,Bikinis Set,tankini bathing suits,Tops,triangle bikini swimwear,Swimwear,Swimsuit,Tankinis,Fashion,Stripes,Tankini Set,Bikinis For Women,strand",s,50,Livraison standard,2,0,31,50,19221,4.168097393475886,0,https://www.wish.com/c/57639e8824841762459c5e5c,1,0,0,4640.0,1964.0,1121.0,493.0,686.0,0,0,1,0,1,0,0,0,0,0,1,0
138,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,15.0,9.0,2.0,5.0,7.0,0,1,0,0,0,0,0,1,0,1,0,0
139,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,3.0,2.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0
140,11.0,10,5000,0,3.72,1008,0,0,0,0,"Summer,Shorts,Rompers,Casual,Ladies,Women's Fashion,Fashion,off shoulder,sexy,Floral,sleeveless,Women,Beach,playsuit,jumpsuit",m,50,Livraison standard,2,0,25,50,61895,4.268002261895145,1,https://www.wish.com/c/5aec22cec25735338c544690,1,0,0,447.0,201.0,135.0,81.0,144.0,1,0,0,0,1,0,0,0,1,0,0,0
141,8.0,7,20000,0,4.16,6860,1,0,1,0,"Chiffon top,Shirt,chiffon,Long Sleeve,Tops,Necks,Women's Fashion,Halter,sexy tops for women,chiffon dress,T Shirts,off shoulder,sexy,chiffontshirt,Sleeve,Women",s,50,Livraison standard,2,0,32,50,43676,4.283611136550967,0,https://www.wish.com/c/57eccd2865007e1903d250d8,0,0,1,3906.0,1326.0,869.0,343.0,416.0,0,0,1,0,1,0,0,0,0,0,1,0
142,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,267.0,86.0,60.0,18.0,50.0,0,1,0,0,0,0,0,1,0,1,0,0
143,7.0,6,100,0,3.6,25,0,0,0,0,"Summer,Vest,Swimming,Halter,wrappedchest,letter print,bras for women,Tops,slingvest,Swimwear,Push up bikini,Print,Women's Fashion,Halter Bikini,sexy,Women,Beach,summer tops,Bras,Bottoming shirt",s,50,Livraison standard,2,0,127,50,483,4.155279503105589,0,https://www.wish.com/c/5dea1d9cec016f062ce8aab1,0,0,1,10.0,4.0,5.0,3.0,3.0,0,0,1,0,1,0,0,0,0,0,1,0
144,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,1099.0,449.0,362.0,154.0,230.0,0,1,0,0,0,0,0,1,0,1,0,0
145,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,16.0,11.0,10.0,5.0,7.0,0,1,0,0,0,0,0,1,0,1,0,0
146,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,11.0,3.0,1.0,3.0,10.0,0,1,0,0,0,0,0,1,0,1,0,0
147,6.0,16,100,1,3.11,27,0,0,0,0,"Summer,Plus Size,Elastic,Lace,Casual pants,summer shorts,Short pants,women shorts,Shorts,Beach Shorts Women,Beach Shorts,loosepant,Panties,high waisted shorts,Lace Up,Women's Fashion,Casual,Women",s,25,Standardversand,2,0,18,50,9177,3.8740329083578513,0,https://www.wish.com/c/5eb650f019701819801f42b2,1,0,0,6.0,6.0,5.0,5.0,5.0,0,0,1,0,1,0,0,0,0,0,1,0
148,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,148.0,44.0,40.0,15.0,20.0,0,1,0,0,0,0,0,1,0,1,0,0
149,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,4468.0,1850.0,1277.0,583.0,782.0,0,1,0,0,0,0,0,1,0,1,0,0
150,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,19.0,5.0,1.0,3.0,4.0,0,1,0,0,0,0,0,1,0,1,0,0
151,11.0,22,1000,1,3.97,359,0,0,0,0,"blouse,Summer,off shoulder top,Fashion,Lace,Sleeve,Women Blouse,Round Collar,lace top,Tops,short-sleeved shirt,tops for women,Casual,Women's Fashion,Shorts,women shirt,Casual T-Shirt,Short Sleeve Blouses,Women,summer tops,Shirt",xs,50,Livraison standard,2,0,30,50,4508,4.330745341614906,0,https://www.wish.com/c/5d134234b8b4be6c4ed403ff,1,0,0,180.0,74.0,49.0,28.0,28.0,0,0,0,1,1,0,0,0,0,0,0,1
152,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,327.0,170.0,211.0,128.0,244.0,0,1,0,0,0,0,0,1,0,1,0,0
153,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,6.0,2.0,1.0,0.0,3.0,0,1,0,0,1,0,0,0,0,1,0,0
154,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,1,0,0,0,0,1,0,0
155,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,5.0,3.0,1.0,0.0,2.0,0,1,0,0,0,0,0,1,0,1,0,0
156,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,2.0,1.0,6.0,0.0,3.0,0,1,0,0,0,0,0,1,0,1,0,0
157,7.0,9,1000,0,3.75,219,0,0,0,0,"Round neck,Plus Size,Necks,Summer,Dress,Loose,Pocket,Women's Fashion,Fashion,Pure Color,sleeveless,Casual,Women",s,2,Livraison standard,2,0,44,50,30643,4.152726560715335,1,https://www.wish.com/c/5a3e27622b0a1c693c87e849,1,0,0,101.0,36.0,38.0,15.0,29.0,0,0,1,0,1,0,0,0,0,0,1,0
158,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,1695.0,721.0,416.0,140.0,163.0,0,1,0,0,0,0,0,1,0,1,0,0
159,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,476.0,128.0,90.0,34.0,33.0,0,1,0,0,0,0,0,1,0,1,0,0
160,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,73.0,36.0,31.0,12.0,25.0,0,1,0,0,0,0,0,1,0,1,0,0
161,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,245.0,102.0,121.0,55.0,78.0,0,1,0,0,0,0,0,1,0,1,0,0
162,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,0.0,2.0,0.0,0.0,1.0,0,1,0,0,0,0,0,1,0,1,0,0
163,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,9.0,5.0,5.0,3.0,9.0,0,1,0,0,0,0,0,1,0,1,0,0
164,1.68,2,1000,1,3.76,51,0,0,0,0,"Summer,Fashion,Lace,pants,Short pants,Waist,Loose,high waisted,Pocket,high waist,Women's Fashion,Shorts,Lace Up,Pure Color,Beach,Cotton,woven,Casual,Women",xs,1,Livraison standard,1,0,30,50,365,3.9424657534246577,0,https://www.wish.com/c/5e9acdb9faf87d3f938dbbe6,1,0,0,20.0,13.0,10.0,2.0,6.0,0,0,0,1,1,0,0,0,0,0,0,1
165,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,8.0,4.0,6.0,3.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0
166,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,1.0,0.0,0.0,1.0,1.0,0,1,0,0,0,0,0,1,0,1,0,0
167,13.0,19,1000,1,3.76,151,0,0,0,0,"Summer,Fashion,beach5pant,Athletics,pants,athleticpant,Sport,Men's Fashion,Shorts,Men's pants,Men,Print,fivepant,Casual,Cotton",s,50,Livraison standard,3,0,12,50,171,3.9415204678362574,0,https://www.wish.com/c/5e26fc417db45b12adcdffef,1,0,0,70.0,31.0,16.0,12.0,22.0,0,0,1,0,1,0,0,0,0,0,1,0
168,11.0,89,100,0,3.46,24,0,0,0,0,"Summer,Women Rompers,Shorts,women beachwear,womenonepiece,lace top,lace bralette top,womensjumpsuitsromper,V-neck,Rompers,women summer tops,lace lingerie,Women S Clothing,Ladies,jumpsuit,slim,Casual,Lace",s,50,Livraison standard,2,0,52,50,73595,4.38569196276921,1,https://www.wish.com/c/5e21311e2e434806022e2d5f,1,0,0,8.0,5.0,6.0,0.0,5.0,0,0,1,0,1,0,0,0,0,0,1,0
169,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,384.0,146.0,158.0,98.0,256.0,0,1,0,0,0,0,0,1,0,1,0,0
170,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,0.0,1.0,0.0,0.0,2.0,0,1,0,0,0,0,0,1,0,1,0,0
171,6.0,17,100,0,4.14,93,0,0,0,0,"Summer,Shorts,crop top,womensummeroutfit,women track suit,Sport,Tops,yoga2pcsset,Outfits,womenoutfit,Women's Fashion,Fashion,Sport Suits,Suits,Yoga,womensportoutfit,yogasuit,bodyconclothe,Padded Bra,Women",m,37,Livraison standard,2,0,74,50,629,4.166931637519872,0,https://www.wish.com/c/5c7a4ff0fc2f9d2ebdc57be4,1,0,0,50.0,18.0,15.0,8.0,2.0,1,0,0,0,0,1,0,0,1,0,0,0
172,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,165.0,50.0,83.0,49.0,102.0,0,1,0,0,1,0,0,0,0,1,0,0
173,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,5.0,2.0,0.0,0.0,2.0,0,1,0,0,0,0,0,1,0,1,0,0
174,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,9.0,4.0,6.0,2.0,8.0,0,1,0,0,0,0,0,1,0,1,0,0
175,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,398.0,163.0,112.0,54.0,65.0,0,1,0,0,0,0,0,1,0,1,0,0
176,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,305.0,87.0,78.0,29.0,49.0,0,1,0,0,0,0,0,1,0,1,0,0
177,11.0,10,1000,1,3.76,168,0,0,0,0,"runningpant,Trousers & Shorts,Shorts,beach5pant,Summer,Short pants,pants,tracksuitpant,Beach,summerpant,trousersampshort,Sports Pants,Men's pants,Sport,trousers,Sports Wear,blackpant",m,50,Standard Shipping,3,0,42,50,1452,3.7355371900826446,0,https://www.wish.com/c/5e0eb9a3ce94460127984053,0,0,1,77.0,32.0,26.0,7.0,26.0,1,0,0,0,1,0,0,0,1,0,0,0
178,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,17.0,7.0,4.0,1.0,2.0,0,1,0,0,0,0,0,1,0,1,0,0
179,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,3.0,2.0,5.0,1.0,3.0,0,1,0,0,1,0,0,0,0,1,0,0
180,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,30.0,13.0,11.0,5.0,20.0,0,1,0,0,0,0,0,1,0,1,0,0
181,8.0,7,100,0,3.89,9,0,0,0,0,"Summer,Shorts,Yoga,skinny pants,Bottom,athleticshort,gymshort,Women's Fashion,Fashion,Sports Pants,hightwaistpant,Sport,Casual,Women",s,50,Livraison standard,2,0,124,50,32724,4.101118445177852,0,https://www.wish.com/c/5bff59032065bf4285123b4a,0,0,1,5.0,2.0,0.0,0.0,2.0,0,0,1,0,1,0,0,0,0,0,1,0
182,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,23.0,13.0,5.0,6.0,5.0,0,1,0,0,0,0,0,1,0,1,0,0
183,8.0,17,1000,0,3.96,288,0,0,0,0,"Summer,Short Sleeve T-Shirt,Holiday,Men's Fashion,Sleeve,Pocket,Cotton Mens Shirts,button,short sleeves,casualshirtformen,shirts for men,colorblock,Shorts,printed,Collar,Button-Down Shirts,Beach,Casual,Shirt",m,50,Livraison standard,3,0,32,50,892,3.9013452914798212,0,https://www.wish.com/c/5d369a1866c3c46a8212c172,0,0,1,133.0,75.0,39.0,18.0,23.0,1,0,0,0,1,0,0,0,1,0,0,0
184,9.0,36,20000,0,4.09,4345,0,0,0,0,"Summer,long skirt,pencil skirt,Fashion Skirts,long dress,Dress,pencil,Women Skirts,Women's Fashion,splits,sexy,Skirts,Women",s,50,Standard Shipping,3,0,42,50,49327,4.168345936302633,0,https://www.wish.com/c/59cc60cb86ac5b2f32a92b8a,0,0,1,2341.0,878.0,607.0,230.0,289.0,0,0,1,0,1,0,0,0,0,0,1,0
185,5.65,5,5000,1,4.06,998,0,0,0,0,"Fashion,crochet halter top,Tops,sexy bikini,crochet top,Swimwear,Bikini,boho,Women S Clothing,crochet,crochet bikini,sexy,Clothing",s,50,Livraison standard,1,0,65,50,92654,4.251721458328837,1,https://www.wish.com/c/5abddcc030a7eb0beba353d5,0,0,1,526.0,202.0,147.0,46.0,77.0,0,0,1,0,1,0,0,0,0,0,1,0
186,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,5.0,3.0,2.0,3.0,2.0,0,1,0,0,0,0,0,1,0,1,0,0
187,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,3.0,0.0,1.0,0.0,1.0,0,1,0,0,0,0,0,1,0,1,0,0
